name,id,alias,image_url,is_closed,url,review_count,categories,rating,coordinates_latitude,coordinates_longitude,transactions_delivery,transactions_pickup,transactions_restaurant_reservation,price,location_address1,location_address2,location_address3,location_city,location_zip_code,location_country,location_state,display_address,phone,display_phone,distance
Margie's Candies,xz_fN-RBEr7vluofckk9tA,margies-candies-chicago-2,https://s3-media3.fl.yelpcdn.com/bphoto/3yva_ZeZJ2zWqk-iy1nhNw/o.jpg,False,https://www.yelp.com/biz/margies-candies-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,566,"desserts | Desserts, icecream | Ice Cream & Frozen Yogurt, chocolate | Chocolatiers & Shops",4.0,41.96136359509,-87.674943597189,True,False,False,$,1813 W Montrose Ave,,,Chicago,60613,US,IL,"1813 W Montrose Ave, Chicago, IL 60613",+17733480400,(773) 348-0400,3917.484452119608
The Chicago Diner,xdx3hwHT-m6_heZrKyH7vg,the-chicago-diner-chicago-2,https://s3-media2.fl.yelpcdn.com/bphoto/G8KH-ZZa-cS-5W8kUc4yoA/o.jpg,False,https://www.yelp.com/biz/the-chicago-diner-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,892,"vegan | Vegan, burgers | Burgers, breakfast_brunch | Breakfast & Brunch",4.5,41.9237447433269,-87.6982310134918,True,False,False,$$,2333 N Milwaukee Ave,,,Chicago,60647,US,IL,"2333 N Milwaukee Ave, Chicago, IL 60647",+17732523211,(773) 252-3211,5322.74550413555
Ramen Wasabi,lgjRFg3M-1N416W41DHsTQ,ramen-wasabi-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/Tv5wtUME7PQRPjwf5tQCdg/o.jpg,False,https://www.yelp.com/biz/ramen-wasabi-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,1845,"ramen | Ramen, tapasmallplates | Tapas/Small Plates, izakaya | Izakaya",4.0,41.9195063,-87.6915015,False,True,False,$$,2101 N Milwaukee Ave,,,Chicago,60647,US,IL,"2101 N Milwaukee Ave, Chicago, IL 60647",+17732278180,(773) 227-8180,5972.898408763486
Kai Zan,q7SQnw2xVHjWuyQXL3VHUg,kai-zan-chicago,https://s3-media3.fl.yelpcdn.com/bphoto/E_XOgGtYwmLPIfhSBI3aOA/o.jpg,False,https://www.yelp.com/biz/kai-zan-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,1030,"asianfusion | Asian Fusion, japanese | Japanese, sushi | Sushi Bars",4.5,41.8955051374998,-87.6915407180786,True,False,True,$$$,2557 W Chicago Ave,,,Chicago,60622,US,IL,"2557 W Chicago Ave, Chicago, IL 60622",+17732785776,(773) 278-5776,8474.162726077726
The Book Cellar,9UdMTorJLPaUoRj1IZXYoA,the-book-cellar-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/0Fl32C-NGrM4io_T5nGWhA/o.jpg,False,https://www.yelp.com/biz/the-book-cellar-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,282,"bookstores | Bookstores, coffee | Coffee & Tea",4.0,41.96748,-87.68826,False,False,False,$$,4736-38 N Lincoln Ave,,,Chicago,60625,US,IL,"4736-38 N Lincoln Ave, Chicago, IL 60625",+17732932665,(773) 293-2665,2752.9795321228034
Tank Noodle,ALwH81_sqskLmwfWS-_eeQ,tank-noodle-chicago,https://s3-media3.fl.yelpcdn.com/bphoto/7cy5HmirxvWScZ-ElobNew/o.jpg,False,https://www.yelp.com/biz/tank-noodle-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,1772,"vietnamese | Vietnamese, noodles | Noodles",4.0,41.9731100981603,-87.65954048683,True,True,False,$$,4953 N Broadway,,,Chicago,60640,US,IL,"4953 N Broadway, Chicago, IL 60640",+17738782253,(773) 878-2253,5137.9093911627115
Las Delicias,NyDEW92FKQ3ZRh4i6FFKxA,las-delicias-chicago-2,https://s3-media3.fl.yelpcdn.com/bphoto/wd_6r-b8m9aq7LgDVJ9Qqg/o.jpg,False,https://www.yelp.com/biz/las-delicias-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,54,salvadoran | Salvadoran,4.5,41.9611375152379,-87.7283420423903,True,False,False,$,4010 W Montrose Ave,,,Chicago,60641,US,IL,"4010 W Montrose Ave, Chicago, IL 60641",+17736854142,(773) 685-4142,993.5545309664617
Arun's Thai Restaurant,h8mZa3L5TRGk9EZnpMxuSg,aruns-thai-restaurant-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/vEf5sor5_LtmuvGU5PtjEw/o.jpg,False,https://www.yelp.com/biz/aruns-thai-restaurant-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,242,"thai | Thai, wine_bars | Wine Bars, cocktailbars | Cocktail Bars",4.0,41.95744,-87.70846,True,True,False,$$$$,4156 N Kedzie Ave,,,Chicago,60618,US,IL,"4156 N Kedzie Ave, Chicago, IL 60618",+17735391909,(773) 539-1909,1620.7486822476465
Midori Japanese Restaurant,-22GoLdX0clVOi-LVUJF6w,midori-japanese-restaurant-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/0htJpW4tqpYeQasZ5wBb1w/o.jpg,False,https://www.yelp.com/biz/midori-japanese-restaurant-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,218,"japanese | Japanese, sushi | Sushi Bars",4.0,41.9831782,-87.7117334,True,True,False,$$,3310 W Bryn Mawr Ave,,,Chicago,60659,US,IL,"3310 W Bryn Mawr Ave, Chicago, IL 60659",+17732679733,(773) 267-9733,1833.5645885305723
Ora,-kHNCSxf_lHi9822c43J7w,ora-chicago,https://s3-media4.fl.yelpcdn.com/bphoto/ehGNdfc5Xv-y8t9HOncHpw/o.jpg,False,https://www.yelp.com/biz/ora-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,498,"sushi | Sushi Bars, japanese | Japanese",4.5,41.975647,-87.668127,True,True,False,$$,5143 N Clark St,,,Chicago,60640,US,IL,"5143 N Clark St, Chicago, IL 60640",+17735062978,(773) 506-2978,4474.2394121504885
Eataly Chicago,t2nXebM7aqTj_qq6saZ89g,eataly-chicago-chicago-6,https://s3-media2.fl.yelpcdn.com/bphoto/T2yt3Ydm7kA5eRGNweVhBQ/o.jpg,False,https://www.yelp.com/biz/eataly-chicago-chicago-6?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,3734,"gourmet | Specialty Food, pizza | Pizza, italian | Italian",4.0,41.892335432963,-87.6262607945148,True,True,False,$$,43 E Ohio St,,,Chicago,60611,US,IL,"43 E Ohio St, Chicago, IL 60611",+13125218700,(312) 521-8700,11552.557559306359
Pizza y Pan Pa' Ya,Jy_-RfcqgYVQ6CjIrNHEBA,pizza-y-pan-pa-ya-chicago-3,https://s3-media2.fl.yelpcdn.com/bphoto/m2zTcFmXail4zhnkWe32Dw/o.jpg,False,https://www.yelp.com/biz/pizza-y-pan-pa-ya-chicago-3?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,91,"pizza | Pizza, colombian | Colombian, breakfast_brunch | Breakfast & Brunch",4.5,41.9609413146973,-87.7068023681641,True,True,False,$,3125 W Montrose,,,Chicago,60618,US,IL,"3125 W Montrose, Chicago, IL 60618",+17734632619,(773) 463-2619,1461.3505390853202
Coffee Slasticarna Drina,ttDpEi84vz2ZP5H6n8xZAg,coffee-slasticarna-drina-chicago,https://s3-media3.fl.yelpcdn.com/bphoto/JXw7GV7-CdZX_spXbdXFeQ/o.jpg,False,https://www.yelp.com/biz/coffee-slasticarna-drina-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,64,"modern_european | Modern European, cafes | Cafes",5.0,41.96832,-87.69167,True,False,False,$,2501 W Lawrence Ave,,,Chicago,60625,US,IL,"2501 W Lawrence Ave, Chicago, IL 60625",+17732755568,(773) 275-5568,2449.140029395867
Finom,qmVjbbjmEQo2U2juw8TmYw,finom-chicago-2,https://s3-media1.fl.yelpcdn.com/bphoto/MK4u8LXH_Nmpy5fBHESiKg/o.jpg,False,https://www.yelp.com/biz/finom-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,70,coffee | Coffee & Tea,4.5,41.9537331030339,-87.7326351776719,True,True,False,$$,4200 W Irving Park Rd,,,Chicago,60641,US,IL,"4200 W Irving Park Rd, Chicago, IL 60641",+13126205010,(312) 620-5010,1879.564537960583
Hoanh Long,b03cgB8GM7J3TjwOA0BGSg,hoanh-long-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/goLUlXIJ6BNaWtuBUtm7Xw/o.jpg,False,https://www.yelp.com/biz/hoanh-long-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,328,"vietnamese | Vietnamese, chinese | Chinese",4.0,41.99370867,-87.71330383,True,True,False,$$,6148 N Lincoln Ave,,,Chicago,60659,US,IL,"6148 N Lincoln Ave, Chicago, IL 60659",+17735837770,(773) 583-7770,2890.307272360779
D'Candela Restaurant,d8j8c1aR9nTA7oDZ6Ahi-w,d-candela-restaurant-chicago-9,https://s3-media4.fl.yelpcdn.com/bphoto/yDIIaFl3YVHo25TPsLN3_Q/o.jpg,False,https://www.yelp.com/biz/d-candela-restaurant-chicago-9?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,173,peruvian | Peruvian,4.0,41.95352,-87.71472,True,True,False,$$,3447 W Irving Park Rd,,,Chicago,60618,US,IL,"3447 W Irving Park Rd, Chicago, IL 60618",+17734780819,(773) 478-0819,1736.4462737728998
Chicago Pizza And Oven Grinder Company,QNbWTNuAEMWOurHN8rMXnA,chicago-pizza-and-oven-grinder-company-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/yF3Ge27jPcfhZ0U-6y0G6g/o.jpg,False,https://www.yelp.com/biz/chicago-pizza-and-oven-grinder-company-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,2529,"pizza | Pizza, italian | Italian, bars | Bars",4.0,41.92084,-87.63721,True,False,False,$$,2121 N Clark St,,,Chicago,60614,US,IL,"2121 N Clark St, Chicago, IL 60614",+17732482570,(773) 248-2570,8739.59233907844
BRGRBELLY,zEBMoH7ibF3YZrlowkv88A,brgrbelly-chicago-3,https://s3-media1.fl.yelpcdn.com/bphoto/ymFcfcJTQ0uVWvnCRWk4lQ/o.jpg,False,https://www.yelp.com/biz/brgrbelly-chicago-3?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,552,"burgers | Burgers, bars | Bars",4.5,41.9530335,-87.7709816,True,True,False,$$,5739 W Irving Park Rd,,,Chicago,60634,US,IL,"5739 W Irving Park Rd, Chicago, IL 60634",+17732837880,(773) 283-7880,4444.576192102849
Sun Wah Bar-B-Que,KomhK0JD5cleEW55YTw7MQ,sun-wah-bar-b-que-chicago-2,https://s3-media2.fl.yelpcdn.com/bphoto/IQVidynQVU10w9IEcmiOdQ/o.jpg,False,https://www.yelp.com/biz/sun-wah-bar-b-que-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,1605,"chinese | Chinese, bbq | Barbeque",4.0,41.9739359,-87.6592371,True,False,False,$$,5039 N Broadway,,,Chicago,60640,US,IL,"5039 N Broadway, Chicago, IL 60640",+17737691254,(773) 769-1254,5172.923644612308
Somethin' Sweet Donuts,3aFFDITgDx5Jmss4aFQ5lw,somethin-sweet-donuts-chicago-4,https://s3-media4.fl.yelpcdn.com/bphoto/7UEBMbBJpwO09-EY-EHmAQ/o.jpg,False,https://www.yelp.com/biz/somethin-sweet-donuts-chicago-4?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,24,"donuts | Donuts, coffee | Coffee & Tea",5.0,41.96286,-87.70863,True,True,False,,4456 N Kedzie Ave,,,Chicago,60625,US,IL,"4456 N Kedzie Ave, Chicago, IL 60625",+17736543117,(773) 654-3117,1220.131690178725
The Warbler,XOLX_XVqY776i6PyIHp_6Q,the-warbler-chicago-2,https://s3-media2.fl.yelpcdn.com/bphoto/fLVfGcrmKdueGE2Dvmnq0Q/o.jpg,False,https://www.yelp.com/biz/the-warbler-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,238,newamerican | American (New),4.5,41.9642255519757,-87.6854829048272,True,False,False,$$,4535 N Lincoln Ave,,,Chicago,60625,US,IL,"4535 N Lincoln Ave, Chicago, IL 60625",+17736810950,(773) 681-0950,3003.124574146899
El Habanero,-NLBAIP5O8BYqbPg0toNog,el-habanero-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/WINTMgoCNqtaBWw8epaUWA/o.jpg,False,https://www.yelp.com/biz/el-habanero-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,457,mexican | Mexican,4.5,41.92496,-87.71099,False,False,False,$$,3300 W Fullerton Ave,,,Chicago,60647,US,IL,"3300 W Fullerton Ave, Chicago, IL 60647",+17732279225,(773) 227-9225,4919.557984794226
Bokeh,zSCpTenKtQp45q8uRUpwpQ,bokeh-chicago,https://s3-media3.fl.yelpcdn.com/bphoto/rZC6gAtJRwc65Yu7PtKfnA/o.jpg,False,https://www.yelp.com/biz/bokeh-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,35,cocktailbars | Cocktail Bars,4.5,41.967176,-87.70863,True,False,False,$$,4716 N Kedzie Ave,,,Chicago,60625,US,IL,"4716 N Kedzie Ave, Chicago, IL 60625",+17737540129,(773) 754-0129,1061.9825296667307
Big Jones,ElCbMJRjgu9LDj4MxOKXew,big-jones-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/mW1l_tcX6N-V4C7tT_ExCQ/o.jpg,False,https://www.yelp.com/biz/big-jones-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,1535,"southern | Southern, breakfast_brunch | Breakfast & Brunch",3.5,41.97944,-87.66793,True,True,False,$$,5347 N Clark St,,,Chicago,60640,US,IL,"5347 N Clark St, Chicago, IL 60640",+17732755725,(773) 275-5725,4582.618242325405
Tiztal Cafe,al530TnimkgqmPU6q-2hQw,tiztal-cafe-chicago-3,https://s3-media4.fl.yelpcdn.com/bphoto/s4bAVU7yLqdFnVhWDrMl4w/o.jpg,False,https://www.yelp.com/biz/tiztal-cafe-chicago-3?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,555,"breakfast_brunch | Breakfast & Brunch, mexican | Mexican, tradamerican | American (Traditional)",4.5,41.96621,-87.66657,True,True,False,$$,4631 N Clark St,,,Chicago,60640,US,IL,"4631 N Clark St, Chicago, IL 60640",+17732714631,(773) 271-4631,4527.904697720584
Boka,XKUZV9O2sRFLDIpAmwmG5g,boka-chicago,https://s3-media3.fl.yelpcdn.com/bphoto/TVeUwNVfBuN7VsOCI4NAyg/o.jpg,False,https://www.yelp.com/biz/boka-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,1433,newamerican | American (New),4.5,41.9135158,-87.6480859,True,False,False,$$$,1729 N Halsted St,,,Chicago,60614,US,IL,"1729 N Halsted St, Chicago, IL 60614",+13123376070,(312) 337-6070,8602.320473418054
JT’s Genuine Sandwich Shop,X9pOi_cvzv-9jkW1Zd2sCQ,jt-s-genuine-sandwich-shop-chicago,https://s3-media4.fl.yelpcdn.com/bphoto/3HS24tEW8TzT7AGqu5jScg/o.jpg,False,https://www.yelp.com/biz/jt-s-genuine-sandwich-shop-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,65,sandwiches | Sandwiches,4.5,41.95323,-87.71882,True,True,False,$$,3970 N Elston Ave,,,Chicago,60618,US,IL,"3970 N Elston Ave, Chicago, IL 60618",+17737547729,(773) 754-7729,1710.2892449695703
The Grafton,JVPraLjYtcNRzcfhHHNOhQ,the-grafton-chicago,https://s3-media3.fl.yelpcdn.com/bphoto/UnKO48WGfKl__18W-X2RZg/o.jpg,False,https://www.yelp.com/biz/the-grafton-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,505,"pubs | Pubs, irish | Irish",4.0,41.96393,-87.68587,True,False,False,$$,4530 N Lincoln Ave,,,Chicago,60625,US,IL,"4530 N Lincoln Ave, Chicago, IL 60625",+17732719000,(773) 271-9000,2985.545810032756
Lost Lake,ccbKqyfLj9PUgPJBX1tn_A,lost-lake-chicago,https://s3-media3.fl.yelpcdn.com/bphoto/KcbtiUU2XeXiePx5UqlypA/o.jpg,False,https://www.yelp.com/biz/lost-lake-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,546,tikibars | Tiki Bars,4.0,41.9321549,-87.7071975,True,False,False,$$,3154 W Diversey,,,Chicago,60647,US,IL,"3154 W Diversey, Chicago, IL 60647",+17732936048,(773) 293-6048,4200.40987605849
Hot Woks Cool Sushi,zsL_VMONkLJjykXejIE8Gw,hot-woks-cool-sushi-chicago,https://s3-media3.fl.yelpcdn.com/bphoto/uvww7EAYpCiwVgbeFTT4oA/o.jpg,False,https://www.yelp.com/biz/hot-woks-cool-sushi-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,380,"sushi | Sushi Bars, chinese | Chinese, beer_and_wine | Beer, Wine & Spirits",3.5,41.9528312683105,-87.7278366088867,True,False,False,$$,3930 N Pulaski Rd,,,Chicago,60641,US,IL,"3930 N Pulaski Rd, Chicago, IL 60641",+17732821818,(773) 282-1818,1809.9482936857503
Sweet Mandy B's,VA0magU4cMCkM0uJ_hx0sg,sweet-mandy-bs-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/OFSoShr9rR3ueU_KyQGEeA/o.jpg,False,https://www.yelp.com/biz/sweet-mandy-bs-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,1591,"bakeries | Bakeries, desserts | Desserts, cupcakes | Cupcakes",4.5,41.92186,-87.65884,True,False,False,$$,1208 W Webster Ave,,,Chicago,60614,US,IL,"1208 W Webster Ave, Chicago, IL 60614",+17732441174,(773) 244-1174,7321.404564166383
Bistro 6050,fLfZI4FtJhOT0U7NzfVr-Q,bistro-6050-chicago-2,https://s3-media3.fl.yelpcdn.com/bphoto/2xIA1JtlkWAZu3hW7EcLHA/o.jpg,False,https://www.yelp.com/biz/bistro-6050-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,275,"empanadas | Empanadas, creperies | Creperies, icecream | Ice Cream & Frozen Yogurt",5.0,41.953266,-87.778753,True,True,False,$,6050 W Irving Park Rd,,Next to Chicago Public Library,Chicago,60634,US,IL,"6050 W Irving Park Rd, Next to Chicago Public Library, Chicago, IL 60634",+13128836050,(312) 883-6050,5035.029023704858
The Churro Waffle,GgPaRKnnTygUYS0RRa25lQ,the-churro-waffle-chicago-2,https://s3-media2.fl.yelpcdn.com/bphoto/jQqBAyRfkXyhiE-cnwEn2w/o.jpg,False,https://www.yelp.com/biz/the-churro-waffle-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,142,"breakfast_brunch | Breakfast & Brunch, waffles | Waffles",4.5,41.9536454822136,-87.7000047435076,True,False,False,$$,2845 W Irving Park Rd,,,Chicago,60618,US,IL,"2845 W Irving Park Rd, Chicago, IL 60618",+17739427757,(773) 942-7757,2411.7322274058506
Kale My Name,LlBuAYOAbdofrPzXn21W-g,kale-my-name-chicago-2,https://s3-media2.fl.yelpcdn.com/bphoto/-fXBGVjhFEhlbHLDsnKCjw/o.jpg,False,https://www.yelp.com/biz/kale-my-name-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,40,"vegetarian | Vegetarian, vegan | Vegan",4.5,41.961351,-87.7109115,True,True,False,,3300 W Montrose Ave,,,Chicago,60618,US,IL,"3300 W Montrose Ave, Chicago, IL 60618",+18722087125,(872) 208-7125,1167.8962282702305
Bang Bang Pie & Biscuits,EqH-IWJytSPCVV3sA0OgcA,bang-bang-pie-and-biscuits-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/zzNgLmq2806io6ZE5I9-Zw/o.jpg,False,https://www.yelp.com/biz/bang-bang-pie-and-biscuits-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,1133,"bakeries | Bakeries, coffee | Coffee & Tea",4.5,41.91909,-87.696983,True,False,False,$$,2051 N California Ave,,,Chicago,60647,US,IL,"2051 N California Ave, Chicago, IL 60647",+17732768888,(773) 276-8888,5842.009991323542
Oromo Cafe,eID8U-VLJrbF2zzlxeyldQ,oromo-cafe-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/wk1VWFWM72tKfXnli0gq-Q/o.jpg,False,https://www.yelp.com/biz/oromo-cafe-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,181,"coffee | Coffee & Tea, cafes | Cafes, gluten_free | Gluten-Free",4.5,41.9667937,-87.6871507,True,True,False,$$,4703 N Lincoln Ave,,,Chicago,60625,US,IL,"4703 N Lincoln Ave, Chicago, IL 60625",+17737991931,(773) 799-1931,2835.999463252082
Yuzu Sushi & Robata Grill,_d5Br6nZWpBNwL-4isroJA,yuzu-sushi-and-robata-grill-chicago,https://s3-media3.fl.yelpcdn.com/bphoto/NaSz6mtGZSepRcYcLIcMqw/o.jpg,False,https://www.yelp.com/biz/yuzu-sushi-and-robata-grill-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,1698,"japanese | Japanese, sushi | Sushi Bars",4.0,41.89569,-87.67172,True,True,False,$$,1751 W Chicago Ave,,,Chicago,60622,US,IL,"1751 W Chicago Ave, Chicago, IL 60622",+13126664100,(312) 666-4100,9058.574225646127
Merla's Kitchen,NlrQZMJlMoC6gY9jb5zOQw,merlas-kitchen-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/FWWqf4LN5ruE7Cu-l3l1qA/o.jpg,False,https://www.yelp.com/biz/merlas-kitchen-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,106,"filipino | Filipino, empanadas | Empanadas",4.0,41.9758575617891,-87.7134847486592,True,False,False,$,5207 N Kimball Ave,,,Chicago,60625,US,IL,"5207 N Kimball Ave, Chicago, IL 60625",+17735392090,(773) 539-2090,1077.9057167965739
Jeni's Splendid Ice Creams,nr3JxrY1zQDLsYKUKPqWzA,jenis-splendid-ice-creams-chicago-2,https://s3-media4.fl.yelpcdn.com/bphoto/vf9WcfIWVqpM9I1ll3eNeQ/o.jpg,False,https://www.yelp.com/biz/jenis-splendid-ice-creams-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,596,icecream | Ice Cream & Frozen Yogurt,4.5,41.943679,-87.664267,True,True,False,$$,3404 N Southport Ave,,,Chicago,60657,US,IL,"3404 N Southport Ave, Chicago, IL 60657",+17733487139,(773) 348-7139,5464.27467282229
Outdoor Café,iW1jftELveorPf_XhNZlxQ,outdoor-café-chicago-4,https://s3-media1.fl.yelpcdn.com/bphoto/K36VkXdBEWzD_LgdMizU2Q/o.jpg,False,https://www.yelp.com/biz/outdoor-caf%C3%A9-chicago-4?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,225,"icecream | Ice Cream & Frozen Yogurt, coffee | Coffee & Tea",4.0,41.9829615,-87.711179,True,False,False,$$,3257 W Bryn Mawr Ave,,,Chicago,60659,US,IL,"3257 W Bryn Mawr Ave, Chicago, IL 60659",+17735396078,(773) 539-6078,1823.7620325064274
