id,name,area,alias,image_url,is_closed,url,review_count,categories,rating,coordinates_latitude,coordinates_longitude,transactions_delivery,transactions_pickup,transactions_restaurant_reservation,price,location_address1,location_address2,location_address3,location_city,location_zip_code,location_country,location_state,display_address,phone,display_phone,distance
23iD5XKcUcT-CNbf7FAKog,D'Agostino's Pizza & Pub,Wrigleyville,d-agostinos-pizza-and-pub-chicago-2,https://s3-media1.fl.yelpcdn.com/bphoto/wTwQ1NZx9myfwWtv5f1iyA/o.jpg,False,https://www.yelp.com/biz/d-agostinos-pizza-and-pub-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,481,"pizza | Pizza, pubs | Pubs, burgers | Burgers",3.0,41.946979,-87.663756,True,True,False,$$,1351 W Addison St,,,Chicago,60613,US,IL,"1351 W Addison St, Chicago, IL 60613",+17734771822,(773) 477-1822,787.594400242125
24JpRRgJk0nutWyLFiVfVQ,Morse Gyros & Chicken,Rogers Park,morse-gyros-and-chicken-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/uXehHov9mczkAyIrfmeP_g/o.jpg,False,https://www.yelp.com/biz/morse-gyros-and-chicken-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,83,"mediterranean | Mediterranean, hotdogs | Fast Food, tradamerican | American (Traditional)",3.5,42.0078027123219,-87.6652430187031,True,True,False,$,1335 W Morse Ave,,,Chicago,60626,US,IL,"1335 W Morse Ave, Chicago, IL 60626",+17737432665,(773) 743-2665,361.7726098640154
26AX3IYq2L_ZgUj7hFr9aQ,Mfk,Lincoln Park,mfk-chicago-2,https://s3-media4.fl.yelpcdn.com/bphoto/ggnOYKFagSuobAjY3h_SCg/o.jpg,False,https://www.yelp.com/biz/mfk-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,245,"seafood | Seafood, spanish | Spanish, desserts | Desserts",4.0,41.9329949,-87.64057,True,False,False,$$$,432 W Diversey Pkwy,,,Chicago,60614,US,IL,"432 W Diversey Pkwy, Chicago, IL 60614",+17738572540,(773) 857-2540,1371.1845285405543
26fp5NRrNERDEjEyyaJOCA,Poke Burrito,North Center,poke-burrito-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/Qsb-brTsFaC3pF_ipkLsbQ/o.jpg,False,https://www.yelp.com/biz/poke-burrito-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,110,"poke | Poke, japanese | Japanese, bubbletea | Bubble Tea",4.5,41.959774,-87.682362,True,True,False,$$,4301 N Lincoln Ave,,,Chicago,60618,US,IL,"4301 N Lincoln Ave, Chicago, IL 60618",+18479043600,(847) 904-3600,657.926466387377
276HxgwM5HxJFReENyU40Q,Yogurt Square,Ravenswood,yogurt-square-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/5PUr9yj59-KQxS1FJbyKJQ/o.jpg,False,https://www.yelp.com/biz/yogurt-square-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,119,icecream | Ice Cream & Frozen Yogurt,3.5,41.96684,-87.68711,True,True,False,$,4701 N Lincoln Ave,,,Chicago,60625,US,IL,"4701 N Lincoln Ave, Chicago, IL 60625",+17736810104,(773) 681-0104,277.53792341355535
27cckuU8ONgwWKxf7fUW3g,Kitchen 17,Lakeview,kitchen-17-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/_QCjPenbgqK4alufCwgR5g/o.jpg,False,https://www.yelp.com/biz/kitchen-17-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,418,"vegan | Vegan, comfortfood | Comfort Food, pizza | Pizza",4.0,41.9387532348521,-87.6448537381136,True,True,False,$$,3132 N Broadway St,,,Chicago,60657,US,IL,"3132 N Broadway St, Chicago, IL 60657",+13123918654,(312) 391-8654,1192.6866180295376
28PBDFyDn-B1quGzIAUr-Q,Cafeteria Marcelas,Logan Square,cafeteria-marcelas-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/L3g6O5aZt9D8wh_CBxaB-g/o.jpg,False,https://www.yelp.com/biz/cafeteria-marcelas-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,60,"breakfast_brunch | Breakfast & Brunch, cafes | Cafes, sandwiches | Sandwiches",4.5,41.92433,-87.714,False,False,False,$,3503 W Fullerton Ave,,,Chicago,60647,US,IL,"3503 W Fullerton Ave, Chicago, IL 60647",+17732526333,(773) 252-6333,412.8355942998427
28UVUQQBvLhOHWQ2Vw5k8Q,McDonald's,West Englewood,mcdonalds-chicago-156,https://s3-media1.fl.yelpcdn.com/bphoto/1g_TllJhBPACWMMCRaRJNg/o.jpg,False,https://www.yelp.com/biz/mcdonalds-chicago-156?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,14,"hotdogs | Fast Food, burgers | Burgers, coffee | Coffee & Tea",1.5,41.7753234651629,-87.6832077690278,True,False,False,$,6515 S Western Ave,,,Chicago,60636,US,IL,"6515 S Western Ave, Chicago, IL 60636",+17734346048,(773) 434-6048,1380.9061706758598
28wgI2VyzOwdenOFYoEcHw,Estereo,Logan Square,estereo-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/PJ2QXkdQAa7DUJ9upEZIcg/o.jpg,False,https://www.yelp.com/biz/estereo-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,167,bars | Bars,4.0,41.92562,-87.70215,False,False,False,$$,2450 N Milwaukee Ave,,,Chicago,60647,US,IL,"2450 N Milwaukee Ave, Chicago, IL 60647",+17733608363,(773) 360-8363,657.4885879182348
29phxiAxsmc0uMgBuzMHTg,Los Mixiotes: La Casa del Borrego,West Lawn,los-mixiotes-la-casa-del-borrego-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/mvbAhmnQnXu_Yunc5HXz6g/o.jpg,False,https://www.yelp.com/biz/los-mixiotes-la-casa-del-borrego-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,7,"gourmet | Specialty Food, tacos | Tacos",4.0,41.7738834,-87.7227649,False,False,False,,6532 S Pulaski Rd,,,Chicago,60629,US,IL,"6532 S Pulaski Rd, Chicago, IL 60629",+17734413926,(773) 441-3926,590.1761374153665
2D4YeUTn2GGtrcLoHSpvJQ,Himalayan Sherpa Kitchen,Ravenswood,himalayan-sherpa-kitchen-chicago,https://s3-media4.fl.yelpcdn.com/bphoto/Qt9I6z6M7c9MTDZJevSKTw/o.jpg,False,https://www.yelp.com/biz/himalayan-sherpa-kitchen-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,49,"indpak | Indian, himalayan | Himalayan/Nepalese",4.5,41.9684590486762,-87.6963933333333,True,True,False,$$,2701 W Lawrence Ave,,,Chicago,60625,US,IL,"2701 W Lawrence Ave, Chicago, IL 60625",+17739426721,(773) 942-6721,958.533496883331
2DEi1zmZvxHzWr3UzOSYGQ,Memo's Tacos,Galewood,memos-tacos-chicago,https://s3-media4.fl.yelpcdn.com/bphoto/dmvZVVOlLfw8ypohkliJwg/o.jpg,False,https://www.yelp.com/biz/memos-tacos-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,50,mexican | Mexican,4.0,41.92242,-87.78376,True,True,False,$,6322 W Grand Ave,,,Chicago,60639,US,IL,"6322 W Grand Ave, Chicago, IL 60639",+17732375000,(773) 237-5000,769.9938312275544
2DQ2ZBqpy0TvB9tycC06IQ,Buddy's Pizza,Scottsdale,buddys-pizza-burbank,https://s3-media3.fl.yelpcdn.com/bphoto/3a-0gmqHhdTz_YjXOYjK7g/o.jpg,False,https://www.yelp.com/biz/buddys-pizza-burbank?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,11,pizza | Pizza,3.0,41.74853,-87.7566499,True,True,False,$$,5405 W 79th St,,,Burbank,60459,US,IL,"5405 W 79th St, Burbank, IL 60459",+17086362999,(708) 636-2999,2118.753571764488
2Da4WcmKoMg80Trqa_oP4Q,Chipotle Mexican Grill,Forest Glen,chipotle-mexican-grill-skokie-3,https://s3-media1.fl.yelpcdn.com/bphoto/gaG3c89ZczPAqgAQQA2wsA/o.jpg,False,https://www.yelp.com/biz/chipotle-mexican-grill-skokie-3?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,75,"mexican | Mexican, hotdogs | Fast Food",3.0,42.011347,-87.76285,True,True,False,$,5373 Touhy Ave,,,Skokie,60077,US,IL,"5373 Touhy Ave, Skokie, IL 60077",+18477631580,(847) 763-1580,1562.0733357128752
2DfcXGtDv7T_rnvl4lHzaQ,Millennium Park,The Loop,millennium-park-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/NK00rYBSQzGhMQnesUSeDA/o.jpg,False,https://www.yelp.com/biz/millennium-park-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,1232,parks | Parks,4.5,41.88339,-87.6218446,False,False,False,,201 E Randolph St,,,Chicago,60602,US,IL,"201 E Randolph St, Chicago, IL 60602",+13127421168,(312) 742-1168,170.68739478774913
2EsmfvwKMdcFgjn8mItImw,Martinez Supermarket,Bridgeport,martinez-supermarket-chicago,https://s3-media3.fl.yelpcdn.com/bphoto/UpT8fr0Gp2K1NaI36aKbbg/o.jpg,False,https://www.yelp.com/biz/martinez-supermarket-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,138,"grocery | Grocery, mexican | Mexican",4.0,41.83469,-87.65071,True,True,False,$,3301 S Morgan St,,,Chicago,60608,US,IL,"3301 S Morgan St, Chicago, IL 60608",+17732544048,(773) 254-4048,291.1184900783649
2GXx8HAQ24tfQcUZ7rmLnA,Tony's Carryouts,Grand Boulevard,tonys-carryouts-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/BaYos7f-Dx_jFHa2j2Vwng/o.jpg,False,https://www.yelp.com/biz/tonys-carryouts-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,7,hotdogs | Fast Food,4.5,41.8091451,-87.62265,True,False,False,,101 E 47th St,,,Chicago,60653,US,IL,"101 E 47th St, Chicago, IL 60653",+17732855235,(773) 285-5235,532.050581169732
2HCUc0_ALwpoyrZjblrg5A,Pinstripes,River East,pinstripes-chicago-2,https://s3-media3.fl.yelpcdn.com/bphoto/qog3_NlST6WlhJ7iRR_lkg/o.jpg,False,https://www.yelp.com/biz/pinstripes-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,568,"newamerican | American (New), cocktailbars | Cocktail Bars, eatertainment | Eatertainment",4.0,41.8908475350465,-87.6161211240793,True,True,False,$$,435 E Illinois St,,,Chicago,60611,US,IL,"435 E Illinois St, Chicago, IL 60611",+13125273010,(312) 527-3010,586.2000971133467
2HDDWTluezUpCRAHeSioiQ,Mi Tierra,Little Village,mi-tierra-chicago-3,https://s3-media3.fl.yelpcdn.com/bphoto/X2N9PNcs8wZPwY1-Is3r8g/o.jpg,False,https://www.yelp.com/biz/mi-tierra-chicago-3?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,209,"mexican | Mexican, bars | Bars, seafood | Seafood",3.0,41.84545,-87.7054,True,True,False,$$,2528 S Kedzie Ave,,,Chicago,60623,US,IL,"2528 S Kedzie Ave, Chicago, IL 60623",+17732547722,(773) 254-7722,1211.967242525622
2IDN60Mk63X-YM-v_vEnBA,The Licking Chicago,West Garfield Park,the-licking-chicago-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/E_fmOen6Z68pDYb8OtPCpQ/o.jpg,False,https://www.yelp.com/biz/the-licking-chicago-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,75,"southern | Southern, seafood | Seafood",3.0,41.88007,-87.75203,True,False,False,$$,5045 W Madison,UNIT A,,Chicago,60644,US,IL,"5045 W Madison, UNIT A, Chicago, IL 60644",+17734137666,(773) 413-7666,1653.1456765237629
2IQkl8UHBsHW4LQvLMBOYw,Golden Dragon,Tri-Taylor,golden-dragon-chicago-2,https://s3-media1.fl.yelpcdn.com/bphoto/fEI0lRcjXgTzJU-JS-qcvw/o.jpg,False,https://www.yelp.com/biz/golden-dragon-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,4,"chinese | Chinese, juicebars | Juice Bars & Smoothies, chicken_wings | Chicken Wings",4.0,41.880992,-87.6886767894029,True,True,False,,2459 W Madison St,,,Chicago,60612,US,IL,"2459 W Madison St, Chicago, IL 60612",+13129294839,(312) 929-4839,1333.0171094537784
2J0wXaUS701x3WvzBiPBDQ,The Spice Room,Logan Square,the-spice-room-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/RjyjZf8AqkNLB0bxQQ4oQA/o.jpg,False,https://www.yelp.com/biz/the-spice-room-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,276,indpak | Indian,4.0,41.91777,-87.69972,True,True,False,$$,2906 W Armitage Ave,,,Chicago,60647,US,IL,"2906 W Armitage Ave, Chicago, IL 60647",+17733608689,(773) 360-8689,996.8889782401737
2JG7S8TFYzBPfoG9_kDuSQ,Philly's Original,Beverly,phillys-original-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/nLRhJaE9CkzyC7TjLrNFYg/o.jpg,False,https://www.yelp.com/biz/phillys-original-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,7,"newamerican | American (New), hotdogs | Fast Food, cheesesteaks | Cheesesteaks",3.0,41.7430967,-87.7017423,True,True,False,$,8245 S Kedzie Ave,,,Chicago,60652,US,IL,"8245 S Kedzie Ave, Chicago, IL 60652",+17734344722,(773) 434-4722,3635.9599984808006
2JL3x0PBm7CCF3zMuYfD7A,Rootstock Wine & Beer Bar,Humboldt Park,rootstock-wine-and-beer-bar-chicago-2,https://s3-media1.fl.yelpcdn.com/bphoto/KOVh3Qjtg289GTQSoHSZ_w/o.jpg,False,https://www.yelp.com/biz/rootstock-wine-and-beer-bar-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,434,"wine_bars | Wine Bars, beerbar | Beer Bar",4.0,41.899035,-87.696951,True,False,False,$$,954 N California Ave,,,Chicago,60622,US,IL,"954 N California Ave, Chicago, IL 60622",+17732921616,(773) 292-1616,1605.6602478822276
2K4oXmzdRhw1XNQ2WMviOw,Edgebrook Coffee Shop,Forest Glen,edgebrook-coffee-shop-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/gVDA6d7Yb4fBqo0hk_xz2g/o.jpg,False,https://www.yelp.com/biz/edgebrook-coffee-shop-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,170,"coffee | Coffee & Tea, breakfast_brunch | Breakfast & Brunch, tradamerican | American (Traditional)",4.5,41.996961,-87.764186,True,False,False,$,6322 N Central Ave,,,Chicago,60646,US,IL,"6322 N Central Ave, Chicago, IL 60646",+17736573974,(773) 657-3974,655.1619116341614
2L0cobUly2HYZaMoJlT8vg,Booze Box,Fulton Market,booze-box-chicago-3,https://s3-media3.fl.yelpcdn.com/bphoto/1dmEomzA3c0QomlBf09kFA/o.jpg,False,https://www.yelp.com/biz/booze-box-chicago-3?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,157,"cocktailbars | Cocktail Bars, sushi | Sushi Bars, japanese | Japanese",4.5,41.884082,-87.648366,True,False,False,,823 W Randolph,,,Chicago,60607,US,IL,"823 W Randolph, Chicago, IL 60607",+13124558238,(312) 455-8238,362.64608427025695
2LLApMHFO88KvxaM8emM_w,Mr D's Shish-Kabobs,Montclare,mr-ds-shish-kabobs-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/1r-OQHfDCJ_GcRLGBXNBTQ/o.jpg,False,https://www.yelp.com/biz/mr-ds-shish-kabobs-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,167,hotdogs | Fast Food,4.5,41.93117,-87.79283,False,False,False,$,6656 W Diversey Ave,,,Chicago,60707,US,IL,"6656 W Diversey Ave, Chicago, IL 60707",+17736370042,(773) 637-0042,479.7468434531854
2MEI45ElmVIh7l1dFNozFw,The Slide Bar,Tri-Taylor,the-slide-bar-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/y2wOGlLE4qGAFLSo0HYl2g/o.jpg,False,https://www.yelp.com/biz/the-slide-bar-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,26,"bars | Bars, tradamerican | American (Traditional)",4.0,41.86912,-87.68579,True,True,False,$,939 S Western Ave,,,Chicago,60612,US,IL,"939 S Western Ave, Chicago, IL 60612",+13124214860,(312) 421-4860,311.8925780558058
2N32RosZKm4vU-Bk_cb_qQ,St. Clair Supper Club,Fulton Market,st-clair-supper-club-chicago-2,https://s3-media1.fl.yelpcdn.com/bphoto/x7Uoe9IZyJSHkG70aED-8g/o.jpg,False,https://www.yelp.com/biz/st-clair-supper-club-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,58,tradamerican | American (Traditional),3.5,41.886586,-87.651853,False,False,False,,951 W Fulton Market,,,Chicago,60607,US,IL,"951 W Fulton Market, Chicago, IL 60607",,,70.40651647068835
2N4jr6i334TiM0Q3tMvy0g,Flora Fauna,Streeterville,flora-fauna-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/IHR-XZFCtnAgXoBbOGElzg/o.jpg,False,https://www.yelp.com/biz/flora-fauna-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,114,"caribbean | Caribbean, cocktailbars | Cocktail Bars, newamerican | American (New)",4.0,41.890593,-87.628519,True,False,False,,11 W Illinois,,,Chicago,60654,US,IL,"11 W Illinois, Chicago, IL 60654",+13126249276,(312) 624-9276,1155.1604967246935
2ND7d_wXoBNSdgG--4SJxA,Nathan's Chicago Style,Hyde Park,nathans-chicago-style-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/hzVDbHZJxqosC24HX9NNkw/o.jpg,False,https://www.yelp.com/biz/nathans-chicago-style-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,64,"caribbean | Caribbean, newamerican | American (New), hotdog | Hot Dogs",3.0,41.7996249,-87.5922875,True,True,False,$,1372 E 53rd St,,,Chicago,60615,US,IL,"1372 E 53rd St, Chicago, IL 60615",+17732885353,(773) 288-5353,636.3858515425178
2NUUTaNXPEMmdl0bA-DQXQ,Jimmy John's,Beverly,jimmy-johns-evergreen-park,https://s3-media3.fl.yelpcdn.com/bphoto/ngAGKQPUSErlQkCKAQsjhQ/o.jpg,False,https://www.yelp.com/biz/jimmy-johns-evergreen-park?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,37,"sandwiches | Sandwiches, delis | Delis, hotdogs | Fast Food",2.5,41.7212874,-87.7013653,False,False,False,$,9451 S Kedzie Ave,,,Evergreen Park,60805,US,IL,"9451 S Kedzie Ave, Evergreen Park, IL 60805",+17086366666,(708) 636-6666,2317.2793935260397
2Nf6OAPkD8V1eSHBrqezFw,Beacon Tavern,Magnificent Mile,beacon-tavern-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/iXWFmuvx6ETCVYlPnuSrrg/o.jpg,False,https://www.yelp.com/biz/beacon-tavern-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,561,"newamerican | American (New), seafood | Seafood, bars | Bars",4.0,41.889641,-87.62556,True,True,False,$$,405 N Wabash Ave,,,Chicago,60611,US,IL,"405 N Wabash Ave, Chicago, IL 60611",+13129554226,(312) 955-4226,597.3317235292553
2NnsEs0Q55VzE43d1hfpWQ,Home Run Inn Pizza,Little Village,home-run-inn-pizza-chicago-9,https://s3-media3.fl.yelpcdn.com/bphoto/xTGT8st-2b42XT6085qRVw/o.jpg,False,https://www.yelp.com/biz/home-run-inn-pizza-chicago-9?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,201,"pizza | Pizza, tradamerican | American (Traditional), chicken_wings | Chicken Wings",3.5,41.83681,-87.73133,True,True,False,$$,4254 W 31st St,,,Chicago,60623,US,IL,"4254 W 31st St, Chicago, IL 60623",+17732479696,(773) 247-9696,1337.6825618758612
2OGQfIsT33WC7sCKdqKuuw,Carmelo’s Taco Place,Gage Park,carmelo-s-taco-place-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/PHK-ap1OBl6y5PpVTkJpwA/o.jpg,False,https://www.yelp.com/biz/carmelo-s-taco-place-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,8,tacos | Tacos,5.0,41.78663,-87.69294,True,True,False,,2746 W 59th St,,,Chicago,60629,US,IL,"2746 W 59th St, Chicago, IL 60629",+17739126808,(773) 912-6808,1157.2585711946072
2PDjNBgmUrE_h1G939RurA,Floriole Cafe & Bakery,DePaul,floriole-cafe-and-bakery-chicago-2,https://s3-media1.fl.yelpcdn.com/bphoto/_B4hCD9E86L2G6ccSZYYsA/o.jpg,False,https://www.yelp.com/biz/floriole-cafe-and-bakery-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,480,"bakeries | Bakeries, cafes | Cafes, coffee | Coffee & Tea",4.0,41.921956,-87.659199,True,False,False,$$,1220 W Webster Ave,,,Chicago,60614,US,IL,"1220 W Webster Ave, Chicago, IL 60614",+17738831313,(773) 883-1313,514.3194804371973
2PZKcPqpD1onzrErfIbHVw,Elly's Pancake House,Jefferson Park,ellys-pancake-house-chicago-2,https://s3-media3.fl.yelpcdn.com/bphoto/McCKYqRw7JHFQoj1w1RfHA/o.jpg,False,https://www.yelp.com/biz/ellys-pancake-house-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,301,breakfast_brunch | Breakfast & Brunch,3.5,41.976706,-87.768938,True,True,False,$$,5310 N Milwaukee Ave,,,Chicago,60630,US,IL,"5310 N Milwaukee Ave, Chicago, IL 60630",+17737751333,(773) 775-1333,668.888420559667
2PdVCsbu4z6Pl-K8rRuJ6A,Mom's Old Recipe Mexican Restaurant,Jefferson Park,moms-old-recipe-mexican-restaurant-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/l8E832JHiYP_c57-IkSRZg/o.jpg,False,https://www.yelp.com/biz/moms-old-recipe-mexican-restaurant-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,309,mexican | Mexican,4.0,41.9860877990723,-87.7777099609375,True,True,False,$$,5760 N Milwaukee Ave,,,Chicago,60646,US,IL,"5760 N Milwaukee Ave, Chicago, IL 60646",+17734671009,(773) 467-1009,843.225904041665
2Pw1ENeUOSUX-R2GqiraGw,Jamaica Jerk Choice,Hegewisch,jamaica-jerk-choice-calumet-city,https://s3-media2.fl.yelpcdn.com/bphoto/JqOXh8vO1i9FacuvUhfLPA/o.jpg,False,https://www.yelp.com/biz/jamaica-jerk-choice-calumet-city?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,58,caribbean | Caribbean,2.5,41.62248,-87.569786,True,False,False,$$,1858 Sibley Blvd,,,Calumet City,60409,US,IL,"1858 Sibley Blvd, Calumet City, IL 60409",+17088329244,(708) 832-9244,4944.801437727293
2QO3HA1iWic4H6XypGKPRw,Mr Cake,Cragin,mr-cake-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/7zTq85v25rn3pzV1kBVUZg/o.jpg,False,https://www.yelp.com/biz/mr-cake-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,104,bakeries | Bakeries,4.5,41.9317126,-87.7428465,False,False,False,$$,4608 W Diversey Ave,,,Chicago,60639,US,IL,"4608 W Diversey Ave, Chicago, IL 60639",+17732028497,(773) 202-8497,1077.887204447575
